length_miles,road_name
0.5001,FAITH HOME ROAD
0.0234,GROVE AVENUE
0.0471,PERIMETER DRIVE
0.4683,BELCHER AVENUE
0.0913,WEST 13TH STREET
0.0388,SANTA BARBARA STREET
0.0951,NORTH SANTA PAULA STREET
0.0756,MONROE STREET
0.0488,SAN FRANCISCO DE ASIS AVENUE
0.077,1ST STREET
0.0426,INDIANA AVENUE
0.0343,PEACHWOOD COURT
0.0602,AMARETTO WAY
0.0466,COLLEEN COURT
0.0581,LINDEN STREET
0.0655,WEST 16TH STREET
0.0712,SAN GABRIEL WAY
1.0118,PIONEER ROAD
0.069,GALLO COURT
0.6501,PERIMETER AVENUE
0.1083,PEERLESS AVENUE
0.0437,BATON ROUGE COURT
0.2754,P STREET
0.2112,HEARST CASTLE AVENUE
0.0411,WEST COMET ROAD
0.2469,NORTH ROBIN AVENUE
0.0657,TAHOE DRIVE
0.0907,WEST 11TH STREET
0.0078,SOUTH CENTER AVENUE
0.244,POOLE ROAD
0.3624,COMMERCE AVENUE
0.0737,CONCORD DRIVE
0.0869,RESERVE COURT
0.4967,APPLEGATE ROAD
0.0985,TANNER COURT
0.0507,PARK WARREN DRIVE
0.0464,MEADOWLARK AVENUE
0.0652,MEADOW STREET
0.0913,WEST 23RD STREET
0.0379,KEELY AVENUE
1.0035,WEST HIGHWAY 140
0.0686,ACACIA STREET
0.0533,MARIE LANE
0.0453,HAYES WAY
1.5032,EAST GRANT ROAD
0.0729,TILLERMAN DRIVE
0.063,VIRGINIA AVENUE
0.0466,PEACH AVENUE
0.0382,SHELLEY COURT
0.5021,NORTH AVENUE
0.0749,TRAVERTINE WAY
2.0378,FIGMOND AVENUE
0.2033,MANCHESTER AVENUE
0.0459,PYRAMID AVENUE
0.0877,DEVONWOOD DRIVE
0.0315,22ND STREET
0.0759,U STREET
0.0791,EAST CHILDS AVENUE
0.0041,DELL STREET
0.2116,WEST ALMOND STREET
0.063,W STREET
0.015,EAST MAIN STREET
0.0463,HAMMATT AVENUE
0.1109,EAST WILLMOTT AVENUE
0.0345,ORION DRIVE
0.0468,SPUR COURT
0.1053,LINDEN AVENUE
0.059,NORTH LYNN AVENUE
0.9998,SUNSET DRIVE
0.0849,PAGE AVENUE
0.0473,SEVENTH STREET
1.5268,SNYDER ROAD
0.0481,SNOW GOOSE DRIVE
0.0393,PICKWORTH COURT
0.0502,VINE CLIFF WAY
0.0666,ENSENADA COURT
0.0652,CHABLIS LANE
0.1184,JOSEPH STREET
0.0716,THIRD STREET
0.0895,HAMMATT AVENUE
0.053,E STREET
0.2044,NORTH MERCEY SPRINGS ROAD
0.4995,WHITWORTH ROAD
0.1209,LINDEN STREET
0.5043,GEER AVENUE
0.0451,SANTA RITA STREET
0.249,NORTHRUP ROAD
0.0621,ST MICHELLE COURT
0.5035,SOUTH HIGHWAY 59
0.0224,VIA PALERMO
0.0494,MARTHA COURT
0.3152,GADDY STREET
0.1121,PINNACLE DRIVE
0.0907,MYRTLE AVENUE
0.498,REYNOLDS AVENUE
0.0515,WEST I STREET
0.1258,ROUND HILL DRIVE
0.0916,WEST 6TH STREET
0.0896,WEST 18TH STREET
0.0493,PRUSSO STREET
0.0629,VILLAGE DRIVE
0.1753,SOUTH CREEKSIDE DRIVE
0.1947,LANDER AVENUE
0.126,LANDER AVENUE
0.1937,STEIN ROAD
0.041,WILKINSON COURT
0.3259,HIGHWAY 99 OFF RAMP
0.0885,4TH AVENUE
0.5037,ATWATER JORDAN ROAD
0.0527,WEST DONNA DRIVE
0.0929,WEST 18TH STREET
0.1865,MCDOWELL STREET
0.1486,CARDOZA ROAD
0.0664,PIONEER ROAD
0.054,LINDEN AVENUE
1.0038,LOONEY ROAD
0.204,WHITE GATE DRIVE
0.0756,Q STREET
0.0513,BOULDER DRIVE
0.2771,B STREET
0.0533,PARKWOOD DRIVE
0.5014,SOUTH HIGHWAY 59
0.0648,J STREET
0.0482,LORNA AVENUE
0.2286,GRIFFITH AVENUE
0.0711,ESTANCIA DRIVE
0.0517,MARTIN STREET
0.0236,BANNON LANE
0.051,BENTLEY DRIVE
0.0554,PARK SHARON DRIVE
0.1157,FRUITLAND AVENUE
0.0472,SOUTH FORK AVENUE
0.038,SAN LUIS STREET
0.2426,EMERALD DRIVE
0.0482,DRIFTWOOD AVENUE
0.0976,ELGIN AVENUE
0.0605,JETWAY DRIVE
0.0406,MONTAGE DRIVE
0.0326,EAST SUGARBIRD COURT
0.0378,GABBRO WAY
0.5014,CRESSEY WAY
0.0908,WEST 18TH STREET
0.0923,SHANKS ROAD
0.1178,MONTGOMERY STREET
0.0857,SANTA BARBARA STREET
0.809,NORTH HULTBERG ROAD NORTH
0.0541,RIO VERDE DRIVE
0.2672,I-5 OFF RAMP
0.0486,LOS ALTOS DRIVE
0.997,CHARLESTON ROAD
0.0483,LIVE OAK DRIVE
0.1056,OLIVE AVENUE
0.262,AZUSA ROAD
0.2578,SOUTH HIGHWAY 33
0.0506,BLUFF DRIVE
0.0278,HARVARD AVENUE
0.0491,CARDIFF STREET
0.0443,SHADOW BROOK DRIVE
0.5008,AUGUST AVENUE
0.0723,JEFF STREET
0.0502,MYRTLE AVENUE
0.1862,SHAFFER ROAD
1.0112,PIONEER ROAD
0.0894,SOUTH S STREET
0.0628,BAY MEADOW LANE
0.0692,SAN FRANCISCO STREET
0.0747,FANCHER STREET
0.0604,FALLBROOK DRIVE
0.0698,HILLCREST STREET
0.1542,M STREET
0.0655,WEST 24TH STREET
0.0513,ALMOND AVENUE
0.0449,PLUM STREET
0.0117,SOUTH MILES ROAD
1.0037,MAGNOLIA AVENUE
0.102,ASPEN STREET
0.061,WEST L STREET
0.0456,EAST BELLEVUE ROAD
0.9981,MARIPOSA WAY
0.0839,WHITE GATE DRIVE
0.108,STANFORD AVENUE
0.1396,SWAN LANE
0.0292,ALDER COURT
0.139,OLDS AVENUE
0.0505,CRESSEY WAY
0.092,WEST 25TH STREET
0.3754,ESTHER AVENUE
0.0663,CEDAR LAKE COURT
0.0468,MARIE LANE
0.1121,WHITWORTH ROAD
0.0489,M STREET
0.0555,BAKER COURT
0.0546,GROVE AVENUE
0.0498,ESPLANADE DRIVE
0.0113,HANSEN AVENUE
0.0492,SAN RAMON LANE
0.0225,COVENTRY AVENUE
0.0879,VALERIA STREET
0.2134,NORTH HIGHWAY 59
0.0318,OLIVE AVENUE
0.1767,BRIMMER ROAD
0.0291,URONA COURT
0.0809,SATURN STREET
0.1064,SWAPS STREET
0.0464,WOODSIDE LANE
0.0481,TY STREET
0.9975,SOUTH PLAINSBURG ROAD
0.1013,EAST YOSEMITE AVENUE
0.1512,FREEMARK AVENUE
0.0771,INDUSTRIAL PARKWAY
0.0906,WEST 20TH STREET
0.0498,PEPPERTREE DRIVE
1.2313,I-5
0.4991,LINDEN AVENUE
0.0398,Q STREET
0.0292,FLORENCE AVENUE
0.1331,EAST 10TH STREET
0.0474,PARADISE AVENUE
0.044,KELLY DRIVE
0.1334,HAMMATT AVENUE
0.0256,ARGOSY DRIVE
0.1865,EDEN AVENUE
0.1339,CONE AVENUE
0.5456,ALFALFA AVENUE
0.1168,SAINT ANDREWS DRIVE
1.5909,HARVEY PETTIT ROAD
0.0633,CHESTNUT LANE
0.0714,SECOND STREET
0.1245,KIM AVENUE
0.1337,LARCH DRIVE
0.0268,SHERWOOD COURT
0.1241,HENDERSON ROAD
0.0466,WHITEWATER WAY
0.0558,WEST H STREET
0.0928,WEST 22ND STREET
0.0371,SWEETGUM COURT
0.0503,MEADOW STREET
0.0895,UNNAMED
0.0625,MEREDITH AVENUE
0.2406,YOUNGSTOWN ROAD
0.0505,MANZANITA WAY
0.0091,PARK AVENUE
0.0897,SOUTH M STREET
0.5,COZZI ROAD
0.0949,FRANKLIN ROAD
0.0662,STONEY CREEK COURT
0.0881,APPALOOSA COURT
0.0729,MARGUERITE STREET
0.0912,WEST 9TH STREET
0.0057,BRYANT COURT
0.0925,LYNMARIE DRIVE
0.2392,C STREET
0.0542,SAN FRANCISCO STREET
0.0468,BIANCHI LANE
0.0288,BARROWS COURT
0.0934,F STREET
0.0394,WILLOWBROOK AVENUE
0.2546,HIGHWAY 99 OFF RAMP
0.1209,EAST CHILDS AVENUE
0.2424,RIVER ROCK DRIVE
0.0404,JOERG AVENUE
0.0753,CANAL STREET
0.1026,EAST 21ST STREET
0.0909,LOYOLA COURT
0.0308,ELM AVENUE
0.7561,BADGER FLAT ROAD
1.0085,BLISS ROAD
0.2679,WEST HIGHWAY 152
0.5052,LINCOLN BOULEVARD
0.0963,BARBARA COURT
0.1518,EAST 23RD STREET
0.0513,BAYONET DRIVE
0.1284,GREENBRIAR WAY
0.0553,LOUISE AVENUE
0.1617,ORCHARD PARK AVENUE
0.0403,WEST AVENUE
0.2524,LETTEAU AVENUE
0.0405,VIA LOMBARDY
0.0473,AUBURN COURT
0.0633,WEST I STREET
0.5847,CHEROKEE ROAD
0.0765,O STREET
0.0527,BERKELEY DRIVE
0.0382,SANTA ROSA DRIVE
0.0576,ALPINE DRIVE
0.0937,LINDEN STREET
0.3873,E SANTA FE AVENUE
0.2887,EAST SOUTH BEAR CREEK DRIVE
0.1283,PARADISE AVENUE
0.0537,CAMPOS COURT
0.7571,MERCEDES AVENUE
0.041,SOUTH 13TH STREET
0.0729,SIXTH STREET
0.0316,MYRTLE AVENUE
0.2244,MANOR AVENUE
0.3048,SANTA NELLA BOULEVARD
0.0616,WHITE AVENUE
0.1093,GAGE STREET
0.0908,WEST 9TH STREET
0.0857,STANNOUS COURT
0.0531,SUNSET DRIVE
0.1118,CLIPPER COURT
0.0504,MAGNOLIA DRIVE
0.225,DORIS AVENUE
0.039,SAMUEL WAY
0.3167,YALE AVENUE
0.2245,WOLF STREET
0.0763,I STREET
0.0935,LINKS AVENUE
0.0986,SANFORD DRIVE
0.0583,FRUITLAND AVENUE
0.024,CASTLE STREET
0.086,NORTH SECOND STREET
0.1162,MARGUERITE STREET
0.0527,EAST WALLIS AVENUE
0.0762,7TH STREET
0.1065,DOLOMITE DRIVE
0.0698,MEADOWCREST COURT
0.006,GOLDEN OAK LANE
0.5024,MERCEDES AVENUE
0.0261,WHITEHURST DRIVE
0.1305,SUTTER STREET
0.0768,M STREET
0.4979,EAST TOEWS AVENUE
0.0252,HOME AVENUE
0.8758,WEST HIGHWAY 152
0.1015,WEST GERARD AVENUE
0.299,HIGHWAY 99
0.3359,MERCED AVENUE
0.101,PENINSULA DRIVE
0.0609,2ND STREET
0.0607,FIESTA COURT
0.0488,DIAMOND LANE
0.9909,BRYANT AVENUE
0.0475,U STREET
0.0493,NEBELA DRIVE
0.0494,BERKELEY AVENUE
0.0466,LOUGHBOROUGH DRIVE
0.0234,BOX CAR ROAD
0.0597,CASTLE DRIVE
0.0711,LOUGHBOROUGH DRIVE
0.0517,LIBERTY DRIVE
0.0617,NOTTINGHAM CIRCLE
0.0755,THIRD STREET
0.0618,MACHADO STREET
0.8478,EAST SANTA FE AVENUE
0.1216,KORBEL AVENUE
0.5117,GAY STREET
0.0252,UNNAMED
0.0341,HARNISCH COURT
0.0435,EAGLE RIDGE DRIVE
0.0388,SAMUEL WAY
0.0367,VENTANNA WAY
0.0496,EAST SANTA FE AVENUE
0.048,BEALS AVENUE
0.0267,SAN JUAN AVENUE
0.0304,SANTA BARBARA STREET
0.0572,LINDEN STREET
0.459,BUHACH ROAD
0.0455,MIMOSA AVENUE
0.1376,ALFARATA BOULEVARD
0.0757,PEACOCK WAY
0.0051,GENERAL AVENUE
0.155,TRUCKEE DRIVE
0.0982,EL DORADO STREET
0.0936,OAK AVENUE
0.065,BLOSSOM STREET
0.5161,ORCHARD WAY
0.0499,NARADA WAY
0.6686,WILLIS ROAD
0.0399,SILVEIRA COURT
0.0508,LASALLE DRIVE
3.2513,HEREFORD ROAD
0.0463,LEWIS STREET
0.0521,SOUTH CANAL STREET
0.1617,EAST CHILDS AVENUE
1.0107,GRIFFITH AVENUE
0.076,SIXTH STREET
0.3533,HEATHER GLEN LANE
0.0609,MAZATLAN PLACE
0.2395,LOUGHBOROUGH DRIVE
0.091,WEST 16TH STREET
0.0351,AIRDROME ENTRY GATE
0.0708,LA PLAYA COURT
0.0714,BOXWOOD AVENUE
0.0362,F STREET
0.0902,GERARD AVENUE
0.0911,WEST 20TH STREET
0.0634,AUGUST AVENUE
0.4938,ATWATER JORDAN ROAD
0.0791,PINEDALE AVENUE
0.0652,PEARL STREET
0.0732,SHANKS ROAD
0.0575,EAST 20TH STREET
0.0761,MERCED STREET
0.0868,UNDERWOOD AVENUE
0.0599,AMBER DRIVE
0.0778,WHITE DOVE AVENUE
0.1797,GUS VILLALTA DRIVE
0.5566,WHEALAN ROAD
0.0486,SOUTH N STREET
0.0507,SECOND STREET
0.1036,VERONICA COURT
0.0472,SOUTH CANAL STREET
0.504,BALLICO AVENUE
0.0052,WEST WARDROBE AVENUE
0.133,BELL DRIVE
0.4092,CLYDESDALE AVENUE
0.1267,D STREET
0.1899,PERIMETER DRIVE
0.0258,ENTRADA VINA
0.1056,DRIFTWOOD COURT
0.0496,GALVEZ DRIVE
0.1555,ARROW WOOD DRIVE
0.1125,PEARL DR
0.0828,IOWA AVENUE
0.5015,APPLEGATE ROAD
0.0504,MEADOWLARK AVENUE
0.0473,PATRIOTIC DRIVE
1.3932,HIGHWAY 99
0.047,NORTH STREET
1.1058,SOUTH HIGHWAY 33
0.0505,EAST 26TH STREET
0.0498,CHAMBERLAIN AVENUE
0.065,POINTE VALE AVENUE
0.0948,HERROD AVENUE
0.0908,WEST 19TH STREET
0.2454,BAMBAUER ROAD
0.0492,SHIRLEY STREET
0.0757,Q STREET
0.1169,MODOC STREET
1.0012,EAST SOUTH BEAR CREEK DRIVE
0.4972,WORDEN AVENUE
0.0914,5TH STREET
0.1149,WESTMINSTER WAY
0.0472,GRIZZLY STREET
0.0542,KELLY AVENUE
0.0677,A STREET
0.0758,S STREET
0.0633,SOUTH FOURTH STREET
0.0582,SWEET WATER COURT
0.3565,AVENUE TWO
0.8897,CHEROKEE ROAD
0.04,NARVAEZ WAY
0.031,PATTON ROAD
0.0978,SPACECRAFT DRIVE
0.008,D STREET
0.0242,BAY STREET
0.0915,1ST STREET
0.0274,PALO ALTO STREET
0.0502,SANTOS STREET
0.0616,MACHADO STREET
1.4916,BUCHANAN HOLLOW ROAD
0.1661,AVOCET DRIVE
0.5062,SULTANA DRIVE
0.0699,FRANK STREET
0.0489,SHIRLEY STREET
0.0803,EAST DONNA DRIVE
0.2247,ARDEN LANE
0.0334,LINWOOD COURT
0.0837,SEVILLE DRIVE
0.1417,LAURA AVENUE
0.0914,WEST 15TH STREET
0.0738,DINKEY CREEK AVENUE
0.099,OREGON DRIVE
1.514,CATRINA ROAD
0.0544,BREEZEWAY LANE
0.0527,WILLMOTT AVENUE
1.0235,HARTLEY ROAD
0.0335,PHELPS DRIVE
0.1491,EAST BELLEVUE ROAD
0.049,GILMORE DRIVE
0.0615,PARK PLACE
0.1023,SUNDANCE DRIVE
0.5512,RED TOP ROAD
0.0562,BENINA COURT
0.0496,CYPRESS POINT DRIVE
0.071,STEPHENS STREET
0.1563,MAHOGANY DRIVE
0.501,SOUTH HIGHWAY 33
0.024,CARMELLIA AVENUE
0.1636,NORTH SANTA VENETIA STREET
0.049,FAIRMONT DRIVE
0.0409,WEST COMET ROAD
0.1547,PRINCE CHARLES COURT
0.1487,LETTEAU AVENUE
0.389,HIGHWAY 99 ON RAMP
0.0401,THIRD STREET
0.0824,CARILLO COURT
0.0761,Q STREET
0.1261,HARRISON STREET
0.0468,OVERLAND AVENUE
0.1039,CAMELLIA DRIVE
0.05,EL REDONDO DRIVE
0.9488,ALMOND AVENUE
0.0631,CENTER AVENUE
0.0949,VERONA WAY
0.0428,PAULSON ROAD
0.0293,LOUGHBOROUGH DRIVE
0.1164,SWEET PEA AVENUE
0.0907,WEST 19TH STREET
0.0514,VIA BASILICATA
0.065,VALERIA STREET
0.1681,FRUITLAND AVENUE
0.1645,EAST OLD LAKE ROAD
0.0979,CITADEL AVENUE
0.0612,STONEWOOD DRIVE
0.0762,GRANITE DRIVE
0.0344,GATEWAY COURT
0.11,SAN PEDRO STREET
0.0569,SUNRISE COURT
0.2215,MCCONNELL ROAD
0.1104,MANZANITA DRIVE
0.072,BROOKDALE DRIVE
0.0476,CRYSTAL SPRINGS DRIVE
0.0492,ROSE AVENUE
0.0724,GREEN STREET
0.3875,MAHONEY ROAD
0.0543,GETTYSBURG AVENUE
0.0415,SIERRA NEVADA DRIVE
0.0476,SONORA DRIVE
0.0433,FREEMARK AVENUE
0.0352,LOS VERDES AVENUE
0.0374,SUZANNE DRIVE
0.0907,7TH STREET
0.1478,VIA PALERMO
0.1232,HIGHWAY 99
0.0954,CEDAR AVENUE
0.0485,W STREET
0.0475,SOUTH G STREET
0.5058,ANCHOR STREET
0.7518,WEST HIGHWAY 140
0.067,G STREET
0.0503,JOHN STREET
2.5154,HUSMAN ROAD
0.0498,ALMONDWOOD DRIVE
8.9316,SWEENY ROAD
0.0985,OVERLAND AVENUE
0.0751,ORCHARD LANE
0.069,CHANDON COURT
0.0962,EAST AVENUE
0.0555,SHELL STREET
0.4978,SHAFFER ROAD
0.5012,WASHINGTON ROAD
0.0912,IRONSTONE DRIVE
0.1038,QUINLEY AVENUE
0.5019,WHITE CRANE ROAD
0.0412,LODER LANE
0.1588,ELLIOTT AVENUE
0.0849,TOKAY CIRCLE
0.0116,PACIFIC AVENUE
0.0525,VIRGINIA STREET
0.0378,BARLEY LANE
0.0677,EPPS DRIVE
0.0647,RIVER ROAD
0.0697,GREENFIELD DRIVE
0.1053,FAIRWAY COURT
0.1328,SOUZA ROAD
0.1642,PALM STREET
0.1241,THUNDERBIRD AVENUE
1.0048,TURNER ISLAND ROAD
0.1052,WESTMONT COURT
0.7167,WHITWORTH ROAD
0.0507,COVENTRY AVENUE
0.71,WORDEN AVENUE
0.5058,HOLLAND AVENUE
0.3718,HIGHWAY 99
0.1494,CHESTNUT STREET
1.4966,CREEK ROAD
1.2746,HENRY MILLER AVENUE
0.2212,COMMUNITY COLLEGE WEST DRIVE
0.9935,BLOSS AVENUE
2.1524,BONITA ROAD
0.0485,GRAPE STREET
0.069,ORCHID LANE
0.0984,ADRIENNE CIRCLE
0.1435,SOUTH MERCEY SPRINGS ROAD
0.0344,RAINIER DRIVE
0.1015,VALLARTA AVENUE
0.0566,CANVASBACK DRIVE
0.0329,SYCAMORE STREET
0.0847,GANNET COURT
0.6023,OLIVE AVENUE
0.0256,PHEASANT COURT
0.0912,WEST 16TH STREET
0.0695,CHEROKEE AVENUE
0.0619,VIRGINIA AVENUE
0.9445,PALM AVENUE
0.0661,DONCASTER COURT
1.0433,WESTSIDE BOULEVARD
0.0762,SEVENTH STREET
0.5014,LINCOLN BOULEVARD
0.0507,SCOTT DRIVE
0.0558,PARKWOOD COURT
0.0527,EL CAPITAN AVENUE
0.0481,SKYLARK AVENUE
0.0947,LA CRESENTA AVENUE
0.0318,TONY AVENUE
0.0132,NORTH HIGHWAY 99
0.0237,HANSEN AVENUE
0.0102,SUNSET DRIVE
0.0528,BLUFF DRIVE
2.028,BURCH HAVEN ROAD
0.5058,HEALY ROAD
0.0203,WAINWRIGHT AVENUE
0.0603,VINE STREET
0.318,WEST HIGHWAY 152 OFF RAMP
0.0309,CANAL STREET
0.1786,SHEFFIELD STREET
0.0532,IRONSTONE DRIVE
0.0442,SNOW GOOSE DRIVE
0.0382,JONATHAN COURT
0.0466,AVILES DRIVE
0.0653,CORDOVA AVENUE
0.1105,GRAPEVINE DRIVE
0.1192,R STREET
0.0491,LINDSEY LANE
0.0062,NORTH ORCHARD PARK AVENUE
1.505,CHAMBERLAIN ROAD
0.4991,GERARD AVENUE
0.0518,STANFORD COURT
0.0867,WEST CHILDS AVENUE
0.0544,REDWOOD DRIVE
0.1392,JOSEPH GALLO DRIVE
0.184,HARDSTAND AVENUE
0.0518,MOSAIC AVENUE
0.047,CHESTNUT DRIVE
0.0465,HERON WAY
0.356,TERCEIRA ROAD
1.0011,DICKENSON FERRY ROAD
0.9988,EAST SOUTH BEAR CREEK DRIVE
0.0622,BROADWAY AVENUE
3.3263,SANTA CRUZ GUN CLUB ROAD
0.0485,SCRIPPS DRIVE
0.1142,LANGLEY WAY
0.5055,WEST HIGHWAY 140
0.0186,GREEN SANDS AVENUE
0.0176,WEST AVENUE
0.0858,BURLWOOD COURT
0.0741,CREST DRIVE
0.0492,BRIARWOOD DRIVE
0.0283,P STREET
0.0326,CARDOZA ROAD
0.0861,B STREET
0.099,SAN DIEGO STREET
0.0714,EAST MAIN STREET
1.0119,HAMBURG ROAD
0.5028,JONES ROAD
0.0393,TORINO COURT
0.144,WESTMINSTER WAY
0.1474,WEST HIGHWAY 140
0.4089,BLOSS AVENUE
0.0693,CATALINA DRIVE
0.2271,MARTIN LUTHER KING JR WAY
0.0801,GIBBS AVENUE
0.0865,APRON AVENUE
0.9974,CACTUS DRIVE
0.0752,I STREET
1.0004,AUGUST AVENUE
0.039,SECOND STREET
0.0526,ROCKPORT DRIVE
0.0292,CRAWFORD WAY
0.5837,SANTA FE DRIVE
0.6375,SOUTHERN PACIFIC AVENUE
0.1089,SANTA FE DRIVE
0.0833,HONEYSUCKLE AVENUE
0.0579,EAST 22ND STREET
0.0362,LUCY AVENUE
0.0576,WEST DONNA DRIVE
0.0376,ASH AVENUE
0.0743,TOPAZ CIRCLE
0.1195,ANTLEY STREET
0.0479,TEAL COURT
0.5006,LIBERTY AVENUE
0.4977,STEIN ROAD
0.7282,SYCAMORE STREET
0.0432,ZORRO WAY
0.0689,MANZANITA DRIVE
0.0086,INGOMAR GRADE
0.1549,YVONNE DRIVE
0.2531,AUGUST AVENUE
0.0487,KISHI DRIVE
0.0516,HALES DRIVE
0.1193,JETLIFT DRIVE
0.0292,CARDELLA COURT
0.1391,SANDHILL CRANE DRIVE
0.0345,WEST DONNA DRIVE
0.5023,EAST CAMPUS PARKWAY
0.1394,SYCAMORE STREET
0.2388,BELLEVUE ROAD
0.0795,DUNITE DRIVE
0.0916,N STREET
0.091,H STREET
0.0482,SAN ANTONIO STREET
0.0614,ATWATER BOULEVARD
0.1782,HAWTHORNE DRIVE
0.0622,E STREET
0.3162,GOLF ROAD
0.0502,HEADWAY DRIVE
0.1257,HARMONY RANCH DRIVE
0.1234,SHANKS ROAD
0.4768,SOUTH BERT CRANE ROAD
0.0119,BADGER FLAT ROAD
0.077,BUENA VISTA COURT
0.0186,TERRI DRIVE
0.0481,ROSE AVENUE
0.0398,BIRCH AVENUE
0.419,NORTH BUHACH ROAD
0.0454,FELSITE STREET
0.0627,NORTH AVENUE
0.1402,AUGUST AVENUE
0.1259,RANCHO GRANDE CIRCLE
0.0729,SAN PEDRO STREET
0.0755,3RD AVENUE
0.0654,TEAKWOOD COURT
0.2553,SHAIN AVENUE
0.0477,DRAKE AVENUE
0.0536,DUNN ROAD
0.0602,PINE STREET
0.0516,FOURTH AVENUE
0.0606,WEST BUENA VISTA COURT
0.0904,B STREET
0.0528,MADROAN AVENUE
0.5035,GOLF LINK ROAD
0.0917,EAST SANTA FE AVENUE
0.0916,WEST 14TH STREET
5.8711,RED MOUNTAIN ROAD
0.0482,M STREET
0.2554,BURCHELL AVENUE
0.0986,GIANNINI ROAD
0.0155,G STREET
0.0447,MORNINGSIDE AVENUE
0.0763,MARTIN LUTHER KING JR WAY
0.0528,E STREET
0.0135,SOUTH AVENUE
0.0323,HAWTHORNE STREET
0.1043,GLACIER POINT COURT
0.0408,APPLEGATE ROAD
0.0379,WHITE ROCK ROAD
0.0138,U STREET
0.0625,CENTER AVENUE
0.1427,SOUTH HIGHWAY 59
0.4715,DELTA ROAD
0.1204,PINELLI DRIVE
0.0604,WEST J STREET
0.0623,MEREDITH AVENUE
0.1446,BROOKDALE DRIVE
0.1228,GREENE WAY
0.057,NOTRE DAME AVENUE
0.037,EAST MISSION AVENUE
0.0195,G STREET
0.1327,THERESA LANE
0.3295,NORTH HIGHWAY 99
0.0769,SNIPE LANE
0.0563,M CIRCLE
0.0519,SANDPIPER WAY
0.3288,HIGHWAY 99 OFF RAMP
0.0998,SOUTH ROCK CREEK DRIVE
0.1131,WEDGEWOOD LANE
0.0677,EL REDONDO DRIVE
0.2499,WEST HENRY MILLER AVENUE
0.0208,ROUND HILL DRIVE
0.0474,BARROSO AVENUE
0.048,MAGNOLIA DRIVE
0.0178,NORTH HIGHWAY 99
0.2988,EAST HIGHWAY 140
0.0515,MALLARD DRIVE
0.0477,AMABILE DRIVE
0.0503,WEST 5TH STREET
0.0304,CASTELLANA STREET
1.2481,JASPER SEARS ROAD
0.0909,WEST 27TH STREET
0.0499,DOSANGH COURT
0.047,AILANTHUS AVENUE
0.0508,CINNAMON TEAL DRIVE
0.024,HUNTINGTON DRIVE
0.4998,SIXTH AVENUE
0.0279,FLEMING ROAD
0.0405,MCCLOUD COURT
0.5039,WEST HIGHWAY 140
0.0722,ST FRANCIS DRIVE
0.0248,ASH AVENUE
0.0511,TIFFANY LANE
0.1014,PATZER STREET
0.0489,PICABO STREET
0.2339,GURR ROAD
0.2517,SOUTH COFFEE STREET
0.0617,WILLSON AVENUE
0.0492,GOLDEN LEAF DRIVE
0.0423,4TH AVENUE
0.0694,MERIDIAN COURT
0.0604,SWAN STREET
0.06,HILLVIEW DRIVE
0.1134,SHAFFER ROAD
0.0646,FAY DRIVE
0.0544,VIA MARSALA
0.2506,MEADOWBROOK AVENUE
0.0527,FOURTH STREET
0.0834,SOUTH HIGHWAY 33
0.0535,HALL BOULEVARD
0.0461,CRESSEY WAY
0.0508,PARTRIDGE DRIVE
0.4892,REYNOLDS AVENUE
0.0672,HOME AVENUE
0.105,NUTMEG AVENUE
0.1857,WEST 14TH STREET
0.0768,I STREET
0.0583,CLOUDS REST COURT
0.0477,NEBELA DRIVE
0.0451,MCKEE ROAD
0.0523,LINDA LANE
0.1953,OREGON DRIVE
0.039,DOLOMITE COURT
0.991,REILLY ROAD
0.0466,SIXTH STREET
0.2484,SOUTH AVENUE
0.4831,CENTRAL AVENUE
0.3349,PALM STREET
0.0879,BILLIE COURT
0.0759,MYRTLE AVENUE
0.0625,MONTECITO DRIVE
0.1023,ORTIGALITA ROAD
0.1886,SACRAMENTO DRIVE
1.7391,RIVER ROAD
0.0299,MERCED AVENUE
0.0363,EAST COMET ROAD
0.1364,EAST BROADWAY AVENUE
0.5423,AMERICAN AVENUE
0.0537,TRINA LANE
0.0906,WEST MAIN STREET
0.1232,LA SIERRA STREET
0.0737,ROSALIE COURT
0.4989,WEST HIGHWAY 152
0.0087,APPLEGATE ROAD
0.0942,TOKAY CIRCLE
0.1913,MARSHALL STREET
0.0515,AMABILE DRIVE
0.7545,FIALHO AVENUE
0.9972,MAGNOLIA AVENUE
0.0602,D STREET
0.5623,I-5
0.1182,BRADBURY ROAD
0.033,JULIAN COURT
0.0336,F STREET
0.3156,SHELL AVENUE
0.416,FRANKLIN ROAD
0.0483,BROOKS DRIVE
0.1,AMERICAN AVENUE
0.5887,HIGHWAY 99
0.0332,GROVE AVENUE
0.0126,VALLE GRANDE DRIVE
0.2441,RIVER ROAD
0.0754,O STREET
0.7114,YOUD ROAD
0.0692,SECOND STREET
0.0627,SOUTH AVENUE
0.1778,VILLAGE WOODS DRIVE
0.0396,TERRA CORVO COURT
0.0831,DAN WARD ROAD
0.0587,CASTLE DRIVE
0.2908,LEXINGTON AVENUE
0.171,DOMINICAN DRIVE
0.1482,NORTH HIGHWAY 59
0.2585,HUNT ROAD
0.0888,DE PAUL COURT
0.0472,BODIE STREET
0.0384,K STREET
0.1211,EVELYN COURT
0.2509,SULLIVAN ROAD
2.7967,EAST SANDY MUSH ROAD
